SubjectID,DSC_PSR_NC_Intensity_CoefficientOfVariation,DSC_PSR_NC_Intensity_Energy,DSC_PSR_NC_Intensity_InterQuartileRange,DSC_PSR_NC_Intensity_Kurtosis,DSC_PSR_NC_Intensity_Maximum,DSC_PSR_NC_Intensity_Mean,DSC_PSR_NC_Intensity_MeanAbsoluteDeviation,DSC_PSR_NC_Intensity_Median,DSC_PSR_NC_Intensity_MedianAbsoluteDeviation,DSC_PSR_NC_Intensity_Minimum,DSC_PSR_NC_Intensity_Mode,DSC_PSR_NC_Intensity_NinetiethPercentile,DSC_PSR_NC_Intensity_QuartileCoefficientOfVariation,DSC_PSR_NC_Intensity_Range,DSC_PSR_NC_Intensity_RootMeanSquare,DSC_PSR_NC_Intensity_Skewness,DSC_PSR_NC_Intensity_StandardDeviation,DSC_PSR_NC_Intensity_Sum,DSC_PSR_NC_Intensity_TenthPercentile,DSC_PSR_NC_Intensity_Variance,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-0_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-0_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-10_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-10_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-11_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-11_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-12_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-12_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-13_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-13_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-14_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-14_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-15_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-15_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-1_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-1_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-2_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-2_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-3_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-3_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-4_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-4_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-5_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-5_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-6_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-6_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-7_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-7_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-8_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-8_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-9_Frequency,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Bin-9_Probability,DSC_PSR_NC_Histogram_Bins-16_Bins-16_CoefficientOfVariation,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Energy,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Entropy,DSC_PSR_NC_Histogram_Bins-16_Bins-16_FifthPercentile,DSC_PSR_NC_Histogram_Bins-16_Bins-16_FifthPercentileMean,DSC_PSR_NC_Histogram_Bins-16_Bins-16_InterQuartileRange,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Kurtosis,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Maximum,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Mean,DSC_PSR_NC_Histogram_Bins-16_Bins-16_MeanAbsoluteDeviation,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Median,DSC_PSR_NC_Histogram_Bins-16_Bins-16_MedianAbsoluteDeviation,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Minimum,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Mode,DSC_PSR_NC_Histogram_Bins-16_Bins-16_NinetiethPercentile,DSC_PSR_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentile,DSC_PSR_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentileMean,DSC_PSR_NC_Histogram_Bins-16_Bins-16_QuartileCoefficientOfVariation,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Range,DSC_PSR_NC_Histogram_Bins-16_Bins-16_RobustMeanAbsoluteDeviation1090,DSC_PSR_NC_Histogram_Bins-16_Bins-16_RootMeanSquare,DSC_PSR_NC_Histogram_Bins-16_Bins-16_SeventyFifthPercentile,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Skewness,DSC_PSR_NC_Histogram_Bins-16_Bins-16_StandardDeviation,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Sum,DSC_PSR_NC_Histogram_Bins-16_Bins-16_TenthPercentile,DSC_PSR_NC_Histogram_Bins-16_Bins-16_TwentyFifthPercentile,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Uniformity,DSC_PSR_NC_Histogram_Bins-16_Bins-16_Variance,DSC_PSR_NC_Volumetric_Pixels,DSC_PSR_NC_Volumetric_Volume,DSC_PSR_NC_Morphologic_Eccentricity,DSC_PSR_NC_Morphologic_EllipseDiameter_Axis-0,DSC_PSR_NC_Morphologic_EllipseDiameter_Axis-1,DSC_PSR_NC_Morphologic_EllipseDiameter_Axis-2,DSC_PSR_NC_Morphologic_Elongation,DSC_PSR_NC_Morphologic_EquivalentSphericalPerimeter,DSC_PSR_NC_Morphologic_EquivalentSphericalRadius,DSC_PSR_NC_Morphologic_Flatness,DSC_PSR_NC_Morphologic_LargestComponentSize,DSC_PSR_NC_Morphologic_NumberOfPixels,DSC_PSR_NC_Morphologic_OrientedBoundingBoxSize_Axis-0,DSC_PSR_NC_Morphologic_OrientedBoundingBoxSize_Axis-1,DSC_PSR_NC_Morphologic_OrientedBoundingBoxSize_Axis-2,DSC_PSR_NC_Morphologic_Perimeter,DSC_PSR_NC_Morphologic_PerimeterOnBorder,DSC_PSR_NC_Morphologic_PerimeterOnBorderRatio,DSC_PSR_NC_Morphologic_PhysicalSize,DSC_PSR_NC_Morphologic_PixelsOnBorder,DSC_PSR_NC_Morphologic_Roundness,DSC_PSR_NC_GLCM_Bins-16_Radius-1_AutoCorrelation,DSC_PSR_NC_GLCM_Bins-16_Radius-1_ClusterProminence,DSC_PSR_NC_GLCM_Bins-16_Radius-1_ClusterShade,DSC_PSR_NC_GLCM_Bins-16_Radius-1_Contrast,DSC_PSR_NC_GLCM_Bins-16_Radius-1_Correlation,DSC_PSR_NC_GLCM_Bins-16_Radius-1_Energy,DSC_PSR_NC_GLCM_Bins-16_Radius-1_Entropy,DSC_PSR_NC_GLCM_Bins-16_Radius-1_Homogeneity,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_HighGreyLevelRunEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_LongRunEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_LowGreyLevelRunEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_RunLengthNonuniformity,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,DSC_PSR_NC_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_GreyLevelMean,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformityNormalized,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_GreyLevelVariance,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_HighGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_LargeZoneEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_LargeZoneHighGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_LargeZoneLowGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_LowGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_SmallZoneEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_SmallZoneHighGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_SmallZoneLowGreyLevelEmphasis,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_ZonePercentage,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeEntropy,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeMean,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNonUniformity,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNoneUniformityNormalized,DSC_PSR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeVariance,DSC_PSR_NC_NGTDM_Busyness,DSC_PSR_NC_NGTDM_Coarsness,DSC_PSR_NC_NGTDM_Complexity,DSC_PSR_NC_NGTDM_Contrast,DSC_PSR_NC_NGTDM_Strength,DSC_PSR_NC_LBP_Radius-1_Bins-16_LBP
UPENN-GBM-00001_11,0.1932398141,10713490,56,2.147885048,254,183.7254902,-1.1052887e-14,185,-1.274509804,101,207,231,0.152173913,153,187.1133486,-0.1096971684,35.50307958,56220,136,1260.46866,2,0.006535947712,27,0.08823529412,27,0.08823529412,20,0.06535947712,23,0.07516339869,13,0.04248366013,9,0.02941176471,8,0.02614379085,14,0.04575163399,16,0.0522875817,18,0.05882352941,27,0.08823529412,17,0.05555555556,27,0.08823529412,32,0.1045751634,26,0.08496732026,0.456406326,24567,3.843324776,123.7593049,113.5,6,2.108212497,15,8.153594771,-1.000216613e-14,8,0.1535947712,0,8,13,239.8901195,246,0.375,15,2.512840237,8.960151434,11,-0.1117560575,3.721352233,2495,3,5,0.07398863685,13.84846245,306,306,0.8699164149,4.744832428,7.66829627,12.23031199,1.594919074,183.1139391,3.817295414,1.616136373,233,233,0,0,0,339.6708205,0,0,233,0,0.5390923448,65121.94022,3900.24153,23.1368109,8.782931354,0.05163765282,0.008849235989,7.095535543,0.3624748402,550.3294751,98.76689098,1.269717362,134.2581427,0.03928396119,0.0330787426,6543.697981,0.9510141319,92.94379767,0.03187806278,9.940740741,10.83703704,0.08027434842,13.12241427,111.9407407,11.18518519,833.7259259,0.4164701455,0.03448194421,0.646901261,75.46655094,0.02647555714,0.4411764706,5.284747076,2.266666667,52.45185185,0.3885322359,6.047407407,2.053287263,0.004724190635,864.2575332,1.052907955,0.4053454299,3509.108275
UPENN-GBM-00002_11,0.2096822325,693956491,64,3.304948087,255,206.2790296,4.362919789e-13,216,-9.720970426,29,254,254,0.1516587678,226,210.7646659,-0.9353953476,43.25304744,3222491,143,1870.826113,7,0.0004480860325,1191,0.07623863782,1327,0.08494430931,1601,0.1024836769,1864,0.1193189092,2299,0.1471642555,4156,0.2660350787,22,0.001408270388,51,0.003264626808,99,0.006337216746,156,0.009985917296,256,0.01638714633,374,0.02394059659,559,0.03578287031,714,0.04570477532,946,0.06055562668,0.2509552029,2384121,3.207488757,120.9870365,97.86292428,5,3.39723752,15,11.98214057,4.200937241e-13,13,-1.017859429,0,14,15,252.4848646,254.450646,0.2,15,1.887966037,12.35366527,15,-1.00047111,3.006980518,187185,8,10,0.1382304885,9.041931837,15622,15622,0.8510831096,18.39641292,32.17467607,46.3381539,1.440205763,2857.199591,15.07875058,1.748964661,14361,14361,0,0,0,5925.287939,0,0,14361,0,0.4822043452,28811.66041,2986.865401,-159.7719665,4.626872201,0.08566301926,0.05056524611,5.723586042,0.5133376356,32502.38973,162.3955735,1.149117574,200.167423,0.01048482571,0.009861872178,282813.9374,0.978919636,157.0939993,0.009769658888,10.58372093,145.6848837,0.08470051379,10.9941536,123.0093023,7932.845349,1890376.971,34.26759465,0.0173643314,0.546507118,66.08291459,0.0104993813,0.1101011394,6.296067048,9.08255814,483.7767442,0.2812655489,7850.352486,119.4074113,3.102272311e-05,2169.253748,0.9825905829,0.007964880816,120044
UPENN-GBM-00003_11,0.1255386555,638687510,35,5.008800355,255,222.7808035,-5.223815522e-13,231,-8.219196464,80,254,251,0.07726269316,175,224.529311,-1.370037295,27.96760256,2822410,184,782.1867928,4,0.0003157313127,804,0.06346199384,1050,0.08287946957,1491,0.1176888468,2015,0.1590496487,2655,0.2095666588,3065,0.2419291183,15,0.001183992422,29,0.002289052017,50,0.003946641408,68,0.005367432315,94,0.007419685847,158,0.01247138685,225,0.01775988634,377,0.02975767622,569,0.04491277922,0.2034265977,2063643,2.997034448,167.0901612,145.2846034,3,5.044817477,15,12.50666982,-5.484688575e-13,13,-0.493330176,0,14,15,252.8474861,253.6586345,0.12,15,1.465626095,12.76280448,14,-1.384644701,2.544189291,158447,9,11,0.1559715737,6.472899147,12669,12669,0.6658876973,21.67508145,31.3035853,34.91470007,1.115357865,2591.345354,14.36010833,1.444219962,12404,12404,0,0,0,2922.460052,0,0,12404,0,0.8867000088,24891.68953,1740.095816,-105.969547,4.904854801,0.1001329434,0.04306558211,5.47977367,0.5054183108,32917.22747,177.992765,1.115209232,205.3530438,0.00863180822,0.008107236674,228785.8962,0.9769396601,172.5849323,0.007999721817,10.05344296,107.4049332,0.1103853373,7.061892051,108.1336074,21293.63515,4895312.208,94.25807656,0.01612946609,0.5544483252,60.6158214,0.008878735389,0.0768016418,5.850096805,13.02055498,282.7677287,0.2906143152,21124.1003,97.8226729,3.449107645e-05,2382.476253,0.7285034225,0.009871971004,100920.8486
UPENN-GBM-00004_11,0.1580128183,625325224,33,3.774046205,255,181.4710137,6.581514275e-13,183,-1.52898629,60,194,215,0.09090909091,195,183.7224143,-0.3114248519,28.67474631,3361932,145,822.2410761,11,0.0005937601209,4031,0.2175860952,3043,0.1642556407,1108,0.05980783763,669,0.03611141099,562,0.03033574436,387,0.02088956062,34,0.001835258556,85,0.004588146389,151,0.008150707114,258,0.01392637375,499,0.02693511821,815,0.04399222714,1368,0.07384216776,2329,0.1257152111,3176,0.1714347404,0.2493240534,1762163,3.222139159,130.4408519,113.2298343,3,3.772442538,15,9.463186873,4.2483876e-13,10,-0.5368131275,0,10,12,231.2242221,241.8686869,0.1578947368,15,1.308530582,9.752864921,11,-0.3158394416,2.35940011,175315,6,8,0.1341540835,5.566768877,18526,18526,0.5882310625,26.22116699,33.15299966,36.4589191,1.099717054,3146.315687,15.82326917,1.264360189,16595,16595,0,0,0,7031.876122,0,0,16595,0,0.4474361654,18727.0946,1209.123407,-24.57207748,2.269369109,0.1562082996,0.03560906597,5.550202092,0.5881253877,41330.93713,113.7077981,1.06816349,122.8381818,0.01384626685,0.01326340324,328525.0601,0.9845039729,111.666993,0.01312837822,9.598958333,76.92291667,0.08012803819,13.15062391,105.290625,35819.9375,4080259.884,330.3640271,0.02554494762,0.5122633245,51.26690394,0.01362101306,0.0518190651,6.467912353,19.29791667,239.61875,0.2496028646,35447.52791,135.2407952,3.777214537e-05,1253.699625,0.4853583251,0.005063213019,149454.153
UPENN-GBM-00005_11,0.2060341943,153968323,52,2.655561782,254,180.4286974,8.024105711e-14,180,0.4286973771,37,166,231,0.1436464088,217,184.2176764,-0.1470835152,37.1744813,818605,132,1381.94206,1,0.0002204099625,656,0.1445889354,569,0.1254132687,469,0.1033722724,376,0.08287414591,306,0.06744544853,259,0.0570861803,3,0.0006612298876,11,0.002424509588,25,0.005510249063,64,0.0141062376,119,0.02622878554,218,0.04804937183,352,0.07758430681,516,0.1137315407,593,0.1307031078,0.2720158314,494204,3.446948908,118.6655285,102.1434978,4,2.611289895,15,10.07097201,-1.018361062e-13,10,0.07097200793,0,10,14,242.2492204,249.0829694,0.2,15,1.736221851,10.4368331,12,-0.1617530912,2.739463823,45692,7,8,0.101266014,7.50466204,4537,4537,0.8584508215,13.42067384,15.93264919,28.51031034,1.789426855,1048.397668,9.133938668,1.187172074,3192,3192,0,0,0,2106.414946,0,0,3192,0,0.4977165918,46645.31111,1571.817654,-43.27640514,5.019621731,0.08966270585,0.01531633225,6.354512774,0.4427332448,10292.47764,126.5014749,1.029122369,130.3038942,0.01149889673,0.01122798313,99370.52899,0.9937120407,125.6838596,0.01116819882,9.433098592,96.40610329,0.1131527034,6.961486643,95.94483568,434.7875587,75661.70775,2.7532097,0.01705170839,0.5658882177,52.18770959,0.01106935944,0.1877892881,5.820098529,5.325117371,255.6596244,0.3000699817,406.4306837,30.56275222,0.0001948846077,1390.598328,0.6922132571,0.02252907603,48345.00574
UPENN-GBM-00006_11,0.09747697269,505101170,28,6.819496297,255,231.7631777,-1.351305064e-13,238,-6.23682233,92,254,253,0.05957446809,163,232.8615359,-1.674440774,22.59157294,2158874,201,510.3791679,7,0.0007514761138,491,0.0527106817,639,0.06859903382,889,0.09543746645,1395,0.1497584541,1855,0.1991411702,3433,0.368545357,3,0.0003220611916,14,0.001502952228,18,0.00193236715,14,0.001502952228,46,0.004938271605,51,0.005475040258,72,0.007729468599,143,0.01535158347,245,0.02630166398,0.166697647,1662151,2.637931259,187.8119431,166.1205357,3,6.989226732,15,13.17627483,-2.080627791e-13,14,-0.8237251744,0,14,15,253.7188878,254.2623942,0.1111111111,15,1.294735976,13.35807286,15,-1.735510372,2.196454009,122737,10,12,0.2155535099,4.824410214,9315,9315,0.7258432856,19.75020192,26.45476441,33.23055519,1.256127428,2106.485932,12.94715507,1.339468048,9091,9091,0,0,0,2317.531891,0,0,9091,0,0.9089350353,18794.9805,1337.416532,-85.96407057,3.600946241,0.1339038426,0.07514143045,4.89832279,0.563581762,26225.71074,191.5237589,1.423185324,297.6223546,0.00917289487,0.007470078238,139463.6398,0.9413553834,177.0258139,0.007229469289,10.87724551,68.23652695,0.1021504894,8.64361397,126.9580838,22689.11826,5486692.608,94.93096041,0.01597604101,0.5931975403,72.43773444,0.01038295451,0.071712292,5.755816557,13.94461078,219.1437126,0.32805945,22494.66609,90.02916988,3.255705956e-05,2735.442618,0.5698735243,0.01412631101,74316.09765
UPENN-GBM-00007_11,0.1988212046,241766628,53,2.735298352,254,187.0826185,1.977757478e-13,189,-1.91738149,52,182,235,0.1405835544,202,190.7439114,-0.3916256634,37.19599156,1243164,137,1383.541788,6,0.0009029345372,835,0.1256583898,806,0.1212942062,805,0.1211437171,617,0.09285176825,572,0.08607975922,407,0.06124905944,12,0.001805869074,24,0.003611738149,90,0.01354401806,117,0.01760722348,205,0.03085026336,297,0.04469525959,487,0.07328818661,596,0.08969149737,769,0.1157261099,0.2894713841,747809,3.528985039,120.29464,103.390625,4,2.70815965,15,10.19006772,1.18147378e-13,10,0.1900677201,0,10,14,243.8135304,248.8011696,0.2,15,1.941022499,10.60835028,12,-0.3994067477,2.949733007,67713,6,8,0.09522897498,8.700924815,6645,6645,0.7173063113,18.31800791,21.84895366,28.71259886,1.314140682,1599.81881,11.28315274,1.192758174,6017,6017,0,0,0,3971.267445,0,0,6017,0,0.4028484186,54380.58853,2392.282073,-73.44602945,5.344002227,0.07955043543,0.01361685431,6.543318672,0.4337530786,14049.34468,132.0126181,1.028067405,136.3109874,0.01273042197,0.01250860376,144428.6628,0.9934983152,131.0276212,0.01245645901,10.67702448,90.69868173,0.08540365512,10.74785254,124.7467043,893.2627119,141603.4755,6.269894263,0.01733393802,0.5811616434,75.44380014,0.009546272789,0.1598194131,6.105593564,6.257062147,333.0508475,0.313607201,854.1118852,43.63252447,0.000135746354,1414.723357,0.8079417943,0.01599207827,64520.76248
UPENN-GBM-00008_11,0.1352372916,20695808,37,3.03689365,254,199.827112,-4.120868676e-14,203,-3.172888016,112,187,234,0.09181141439,142,201.6426063,-0.5603234899,27.0240774,101712,165,730.3007596,1,0.001964636542,64,0.1257367387,68,0.1335952849,51,0.1001964637,55,0.1080550098,25,0.04911591356,5,0.009823182711,11,0.02161100196,4,0.007858546169,4,0.007858546169,11,0.02161100196,21,0.04125736739,39,0.07662082515,39,0.07662082515,53,0.1041257367,58,0.1139489194,0.3244954099,49461,3.543835772,151.9220934,134.68,5,3.038057929,15,9.377210216,-8.574673388e-15,10,-0.6227897839,0,11,13,237.9439101,243.2,0.2631578947,15,1.986467634,9.857630954,12,-0.5839424896,3.042861673,4773,5,7,0.09621315342,9.259007162,509,509,0.6990710365,7.716775011,9.683470103,12.08914716,1.248431299,293.5789311,4.833453118,1.254859716,473,473,0,0,0,429.8976013,0,0,473,0,0.6829043248,40672.71491,2463.158416,-101.2063026,6.402606635,0.07372132754,0.01392539476,6.552214714,0.3953496653,1123.267543,114.9858289,1.334300837,153.3932047,0.02426897261,0.01990014751,10027.24637,0.940118494,107.9576608,0.01906184636,8.860655738,10.83606557,0.08882020962,10.33304219,88.8442623,75.56557377,11120.01639,0.7514478797,0.03302306735,0.6112128505,48.48456594,0.02469882063,0.2396856582,5.33229692,4.172131148,42.37704918,0.3473528621,58.15889546,3.254177577,0.001861632092,1201.763558,0.7971622517,0.2059159124,5553.532428
UPENN-GBM-00009_11,0.09629121825,42759453,28,5.543502255,255,233.8103226,2.046363079e-14,240,-6.189677419,119,254,254,0.05882352941,136,234.8903739,-1.509095398,22.5138808,181203,199,506.8748287,1,0.001290322581,27,0.03483870968,51,0.06580645161,65,0.08387096774,115,0.1483870968,131,0.1690322581,289,0.3729032258,3,0.003870967742,0,0,0,0,2,0.002580645161,5,0.006451612903,10,0.01290322581,18,0.02322580645,28,0.03612903226,30,0.03870967742,0.2008831018,133991,2.773861573,186.924374,171.0555556,3,5.598451961,15,12.8916129,1.070856665e-14,14,-1.108387097,0,14,15,253.944583,254.4807692,0.1111111111,15,1.431389447,13.14882553,15,-1.575535927,2.589707187,9991,9,12,0.2058006243,6.706583312,775,775,0.8426142257,4.227724904,5.992967924,9.347046202,1.559668985,120.253737,3.093458959,1.417539708,124,124,0,0,0,169.532962,0,0,124,0,0.7093236356,18952.24867,1484.112471,-95.86894978,1.926703815,0.1772176738,0.1234664165,4.375052577,0.6893449469,3171.200369,194.9965414,3.164399354,746.9360157,0.01726407611,0.008761419693,11618.75259,0.8405671441,154.6810842,0.008127329922,13.20744681,57.84574468,0.1538450656,8.988880715,183.4255319,22.50797872,5165.654255,0.1070601877,0.0114750052,0.7764765756,140.4989968,0.01010861235,0.4851612903,4.41891776,2.061170213,211.4361702,0.5623302399,18.25955608,9.025599653,0.0004051164906,2021.269387,1.008600275,0.1270790854,10410.07753
UPENN-GBM-00010_11,0.1128787813,64795242,21,4.489604983,253,164.7568944,4.731726254e-14,163,1.756894357,109,158,188,0.06422018349,144,165.8027643,0.7029869334,18.59755744,388332,143,345.8691428,6,0.002545608825,74,0.03139584217,20,0.008485362749,12,0.00509121765,5,0.002121340687,9,0.003818413237,2,0.0008485362749,24,0.0101824353,89,0.03775986423,175,0.07424692406,360,0.1527365295,547,0.2320746712,478,0.2028001697,322,0.1366143403,155,0.06576156131,79,0.03351718286,0.3697006439,85302,3.043141415,135.9005095,129.0729167,3,4.406572847,15,5.642766228,-1.881265143e-14,5,0.6427662283,0,5,8,199.5612894,211.647541,0.2727272727,15,1.154481079,6.015889017,7,0.6662023201,2.086134308,13300,3,4,0.1505784681,4.351956352,2357,2357,0.6448306576,14.65123327,14.89736415,19.32918206,1.297490071,820.2532033,8.079212582,1.016799329,2209,2209,0,0,0,1442.576031,0,0,2209,0,0.5686031,4605.545941,501.2617562,15.32266864,1.817864182,0.2234423667,0.04505623149,5.121892025,0.6002938929,6243.530375,52.14353292,1.223511892,62.1379265,0.03906071504,0.03284159088,40374.34147,0.9530526112,50.03147717,0.03152137864,8.637795276,25.2519685,0.09941719883,9.916051832,84.52755906,2465.035433,100748.9528,65.99425962,0.03446288103,0.677670546,61.23453441,0.01956711871,0.1077641069,5.238511745,9.279527559,108.4330709,0.4269018538,2378.925801,17.97874141,0.0004299577485,768.284389,0.2434440949,0.05744694971,23927.08554
